, <=50K, >50K
 Bachelors,330.25980807904136,0.0
 HS-grad,259.21519795827373,0.0
 11th,213.54366288063736,162.79751279437477
 Masters,101.90213269085963,0.0
 9th,25.782907561465727,35.93213757871825
 Some-college,279.51365799277875,15.633677544213205
 Assoc-acdm,91.75290267360711,0.0
 Assoc-voc,0.0,0.0
 7th-8th,0.0,0.0
 Doctorate,132.3498227426172,91.75290267360711
 Prof-school,51.15598260459703,254.14058294964744
 5th-6th,0.0,152.64828277712223
 10th,127.27520773399094,0.0
 1st-4th,112.05136270811215,112.05136270811215
 Preschool,46.08136759597077,0.0
 12th,0.0,142.49905275986973
