, <=50K, >50K
2.5845000000000002,71.45444263910207,0.0
5.9,0.0,30.857522570091987
9.166500000000001,0.0,112.05136270811215
12.4335,188.17058783750605,127.27520773399094
15.7,152.64828277712223,0.0
18.9665,5.484447526960683,0.0
22.2335,132.3498227426172,15.633677544213205
25.5,5.484447526960683,0.0
28.7665,198.31981785475858,10.559062535586945
32.033500000000004,15.633677544213205,289.6628880100313
35.3,132.3498227426172,0.409832518334423
38.566500000000005,548.4682534499706,137.42443775124346
41.8335,0.0,0.0
45.099999999999994,25.782907561465727,0.0
48.3665,284.588273001405,30.857522570091987
51.6335,10.559062535586945,10.559062535586945
54.900000000000006,10.559062535586945,0.0
58.1665,66.37982763047582,198.31981785475858
61.433499999999995,0.0,0.0
64.7,0.0,112.05136270811215
67.9665,178.02135782025354,193.24520284613232
71.23349999999999,0.0,30.857522570091987
74.5,152.64828277712223,91.75290267360711
77.76650000000001,0.0,0.0
81.0335,127.27520773399094,0.0
84.30000000000001,0.0,0.0
87.5665,0.0,5.484447526960683
90.8335,0.0,76.52905764772834
94.1,208.46904787201112,0.0
97.3665,152.64828277712223,0.0
