,red,white
5.656,0.0,28.863972669166273
15.4,85.12676142637125,132.7337365286216
25.0,59.159320461507406,63.48722728898471
34.6,0.0,46.17559997907549
44.2,2.896531704302439,54.831413634030106
53.8,106.76629556375777,41.847693151598186
63.4,0.0,41.847693151598186
73.0,0.0,0.0
82.6,0.0,28.863972669166273
92.2,33.19187949664358,20.20815901421166
101.8,0.0,0.0
111.4,41.847693151598186,15.880252186734355
121.0,46.17559997907549,20.20815901421166
130.6,76.47094777141663,7.224438531779744
140.2,15.880252186734355,0.0
149.8,0.0,33.19187949664358
159.4,0.0,67.81513411646202
169.0,0.0,28.863972669166273
178.6,2.896531704302439,76.47094777141663
188.2,0.0,0.0
197.8,85.12676142637125,0.0
207.4,0.0,7.224438531779744
217.0,0.0,54.831413634030106
226.6,33.19187949664358,0.0
236.2,2.896531704302439,54.831413634030106
245.8,50.5035068065528,20.20815901421166
255.4,0.0,28.863972669166273
265.0,0.0,41.847693151598186
274.6,37.51978632412088,0.0
284.2,0.0,0.0
