, <=50K, >50K
 Adm-clerical,132.59249376689058,278.49486635464393
 Exec-managerial,144.26468357391084,115.08420905636018
 Handlers-cleaners,190.9534428019919,33.378880407218304
 Prof-specialty,15.870595696687905,173.4451580914615
 Other-service,115.08420905636018,103.4120192493399
 Sales,21.706690600198037,132.59249376689058
 Craft-repair,45.05107021423857,249.31439183709327
 Transport-moving,161.77296828444125,284.33096125815405
 Farming-fishing,56.723260021258845,33.378880407218304
 Machine-op-inspct,220.1339173195426,50.88716511774871
 Tech-support,0.0,0.0
 ?,68.39544982827911,39.21497531072844
 Protective-serv,0.0,0.0
 Armed-Forces,167.6090631879514,0.0
 Priv-house-serv,0.0,220.1339173195426
