,red,white
8.1115,48.14147439654722,7.841102501381865
8.345,13.598298486405488,7.841102501381865
8.575,0.0,0.0
8.805,22.23409246394092,59.65586636659446
9.035,0.0,0.0
9.265,0.0,39.50568041901179
9.495,10.719700493893676,56.77726837408265
9.725,2.083906516358244,0.0
9.955,22.23409246394092,0.0
10.185,7.841102501381865,22.23409246394092
10.415,19.355494471429108,36.627082426499975
10.645,10.719700493893676,36.627082426499975
10.875,48.14147439654722,19.355494471429108
11.105,42.384278411523596,13.598298486405488
11.335,0.0,27.991288448964543
11.565,4.962504508870055,33.74848443398816
11.795,25.112690456452732,0.0
12.025,0.0,39.50568041901179
12.255,2.083906516358244,33.74848443398816
12.485,42.384278411523596,25.112690456452732
12.715,0.0,0.0
12.945,0.0,0.0
13.175,0.0,7.841102501381865
13.405,0.0,0.0
13.635,27.991288448964543,0.0
13.865,13.598298486405488,0.0
14.095,16.476896478917297,30.869886441476353
14.325,19.355494471429108,0.0
14.555,2.083906516358244,0.0
14.785,0.0,0.0
