,red,white
8.1115,0.0,13.971112082188144
8.345,0.0,0.0
8.575,0.0,18.458568961699434
8.805,0.5087414436542684,0.0
9.035,0.0,31.92093960023331
9.265,16.21484052194379,16.21484052194379
9.495,0.5087414436542684,36.4083964797446
9.725,4.996198323165561,0.0
9.955,16.21484052194379,7.239926762921206
10.185,0.0,36.4083964797446
10.415,25.189754280966373,13.971112082188144
10.645,2.7524698834099146,38.65212491950025
10.875,0.0,16.21484052194379
11.105,22.946025841210727,38.65212491950025
11.335,2.7524698834099146,4.996198323165561
11.565,29.677211160477665,0.0
11.795,9.483655202676852,0.0
12.025,2.7524698834099146,0.5087414436542684
12.255,9.483655202676852,9.483655202676852
12.485,11.727383642432498,0.0
12.715,0.0,0.0
12.945,0.0,18.458568961699434
13.175,2.7524698834099146,7.239926762921206
13.405,0.0,16.21484052194379
13.635,18.458568961699434,0.0
13.865,0.0,7.239926762921206
14.095,0.0,2.7524698834099146
14.325,0.0,2.7524698834099146
14.555,0.0,0.0
14.785,0.0,0.0
