,red,white
0.2485,0.0,33.48903161829238
0.309,115.19436026743425,4.308557100741708
0.3685,15.980746907761976,0.0
0.4275,97.68607555690384,109.35826536392412
0.487,50.99731632882278,86.01388574988358
0.5465,21.81684181127211,0.0
0.6055,103.52217046041399,10.144652004251842
0.665,0.0,80.17779084637345
0.7245,126.86655007445452,33.48903161829238
0.7835,39.32512652180251,0.0
0.843,0.0,45.16122142531265
0.9025,0.0,0.0
0.9615,21.81684181127211,62.669506135843044
1.021,0.0,56.833411232332914
1.0805,0.0,39.32512652180251
1.1395,0.0,0.0
1.199,0.0,0.0
1.2585,0.0,91.84998065339371
1.3175,0.0,115.19436026743425
1.377,0.0,33.48903161829238
1.4365,15.980746907761976,91.84998065339371
1.4955,0.0,21.81684181127211
1.555,0.0,0.0
1.6145,0.0,27.652936714782243
1.6735,80.17779084637345,121.03045517094438
1.733,0.0,0.0
1.7925,0.0,39.32512652180251
1.8515,39.32512652180251,15.980746907761976
1.911,0.0,0.0
1.9705,0.0,50.99731632882278
