, <=50K, >50K
 Adm-clerical,1788.406096867183,328.7714192959968
 Exec-managerial,1181.9381674538029,998.9698768850203
 Handlers-cleaners,707.0429413707831,22.453719355001386
 Prof-specialty,1196.328931880561,1042.1421701652948
 Other-service,1798.6852143148674,147.8589522167512
 Sales,1408.0787513028597,519.9630038229268
 Craft-repair,1683.559098900802,524.0746508020005
 Transport-moving,676.2055890277298,178.69630455980442
 Farming-fishing,604.2517668939389,49.17942471898085
 Machine-op-inspct,871.5088205337336,170.47301060165688
 Tech-support,376.0553595553451,117.02159987369795
 ?,929.0718782407663,119.07742336323483
 Protective-serv,250.65012669359527,121.13324685277172
 Armed-Forces,8.062954928243213,28.62118982361203
 Priv-house-serv,114.96577638416107,0.0
