,red,white
0.0188,33.48903161829238,33.48903161829238
0.0391,39.32512652180251,91.84998065339371
0.0591,0.0,0.0
0.0792,138.53873988147478,27.652936714782243
0.0992,0.0,33.48903161829238
0.119,0.0,27.652936714782243
0.139,0.0,0.0
0.1595,0.0,0.0
0.18,0.0,27.652936714782243
0.2,0.0,4.308557100741708
0.22,0.0,121.03045517094438
0.24,0.0,103.52217046041399
0.26,0.0,0.0
0.28,0.0,115.19436026743425
0.3,0.0,91.84998065339371
0.32,0.0,4.308557100741708
0.34,27.652936714782243,4.308557100741708
0.36,0.0,0.0
0.38,0.0,0.0
0.4,0.0,0.0
0.42,74.34169594286331,0.0
0.44,0.0,0.0
0.4605,10.144652004251842,0.0
0.481,0.0,0.0
0.501,0.0,0.0
0.521,185.22749910955585,56.833411232332914
0.541,15.980746907761976,27.652936714782243
0.561,0.0,115.19436026743425
0.581,91.84998065339371,15.980746907761976
0.601,50.99731632882278,0.0
