, <=50K, >50K
70.422,982.3593306092854,298.6257624020169
217.79999999999998,0.0,0.0
363.0,0.0,0.0
508.2,0.0,58.1401625498053
653.4,0.0,0.0
798.6,0.0,81.71718214315938
943.8,32.20544099711581,0.0
1089.0,0.0,8.62842140376173
1234.1999999999998,0.0,1.5553155257555042
1379.4,55.78246059046989,0.0
1524.6,0.0,0.0
1669.8000000000002,27.490037078444992,0.0
1815.0,15.701527281767953,39.27854687512203
1960.1999999999998,0.0,34.563142956451216
2105.4,8.62842140376173,18.05922924110336
2250.6,0.0,29.8477390377804
2395.8,20.416931200438768,0.0
2541.0,74.64407626515316,55.78246059046989
2686.2,34.563142956451216,13.343825322432545
2831.4,6.27071944442632,29.8477390377804
2976.6,0.0,46.351652753128256
3121.8,0.0,0.0
3267.0,13.343825322432545,0.0
3412.2,0.0,0.0
3557.4,0.0,0.0
3702.6,18.05922924110336,22.774633159774176
3847.8,0.0,0.0
3993.0,1.5553155257555042,0.0
4138.2,15.701527281767953,8.62842140376173
4283.4,0.0,0.0
