, <=50K, >50K
 Adm-clerical,135.94432720787376,36.920844915786624
 Exec-managerial,58.1401625498053,84.07488410249479
 Handlers-cleaners,79.35948018382398,3.9130174850909123
 Prof-specialty,62.85556646847611,69.92867234648234
 Other-service,147.73283700455082,22.774633159774176
 Sales,34.563142956451216,43.99395079379285
 Craft-repair,22.774633159774176,74.64407626515316
 Transport-moving,22.774633159774176,112.36730761451969
 Farming-fishing,0.0,34.563142956451216
 Machine-op-inspct,41.63624883445744,27.490037078444992
 Tech-support,8.62842140376173,1.5553155257555042
 ?,74.64407626515316,0.0
 Protective-serv,62.85556646847611,0.0
 Armed-Forces,62.85556646847611,0.0
 Priv-house-serv,0.0,65.21326842781153
