, <=50K, >50K
 Adm-clerical,1605.9964875242401,0.0
 Exec-managerial,1295.1079043329646,1179.9639846324922
 Handlers-cleaners,871.9539994337284,0.0
 Prof-specialty,1128.1492207672795,903.6185773513583
 Other-service,1997.4858145058465,0.0
 Sales,1280.7149143704055,172.4546872533584
 Craft-repair,1994.6072165133346,466.0716824895631
 Transport-moving,762.5672757182796,192.60487320094109
 Farming-fishing,771.2030696958151,0.0
 Machine-op-inspct,716.5097078380907,175.3332852458702
 Tech-support,301.9915969163899,247.29823505866548
 ?,851.8038134861457,0.0
 Protective-serv,192.60487320094109,0.0
 Armed-Forces,160.94029528331114,54.43216956037415
 Priv-house-serv,0.0,0.0
