, <=50K, >50K
1616.6505000000002,13293.104337122193,2915.758574117114
4999.950000000001,408.4997226393269,19.88899365023242
8333.25,198.36206918596469,466.0716824895631
11666.55,0.0,215.63365714103557
14999.85,0.0,186.84767721591746
18333.15,0.0,0.0
21666.449999999997,83.21814948549226,149.42590331326392
24999.75,63.067963537909584,0.0
28333.050000000003,123.51852138065762,0.0
31666.35,232.90524509610643,0.0
34999.65,31.403385620279664,83.21814948549226
38332.95,88.97534547051588,448.80009453449225
41666.25,0.0,0.0
44999.55,0.0,97.61113944805132
48332.85,0.0,5.496003687673365
51666.15,48.67497357535053,0.0
54999.45,290.4772049463426,379.71374271420876
58332.75,14.131797665208799,186.84767721591746
61666.05,106.24693342558675,325.0203808564844
64999.35,230.02664710359463,0.0
68332.65,215.63365714103557,0.0
71665.95000000001,74.58235550795683,65.94656153042139
74999.25,0.0,60.18936554539777
78332.54999999999,57.31076755288596,97.61113944805132
81665.85,0.0,60.18936554539777
84999.15,71.70375751544502,0.0
88332.45000000001,137.91151134321666,0.0
91665.75,0.0,25.646189635256043
94999.04999999999,140.7901093357285,250.17683305117728
98332.35,428.6499085869096,471.8288784745867
