,red,white
13.0165,4.308557100741708,0.0
27.7,0.0,0.0
42.1665,80.17779084637345,50.99731632882278
56.6335,0.0,0.0
71.1,0.0,0.0
85.5665,109.35826536392412,0.0
100.0335,0.0,97.68607555690384
114.5,0.0,62.669506135843044
128.9665,27.652936714782243,0.0
143.4335,33.48903161829238,62.669506135843044
157.9,68.50560103935318,91.84998065339371
172.3665,97.68607555690384,62.669506135843044
186.8335,97.68607555690384,0.0
201.3,45.16122142531265,21.81684181127211
215.7665,0.0,0.0
230.2335,0.0,0.0
244.7,109.35826536392412,39.32512652180251
259.1665,103.52217046041399,39.32512652180251
273.6335,0.0,0.0
288.1,4.308557100741708,0.0
302.5665,0.0,0.0
317.0335,0.0,103.52217046041399
331.5,0.0,15.980746907761976
345.9665,39.32512652180251,0.0
360.4335,0.0,0.0
374.9,109.35826536392412,4.308557100741708
389.3665,0.0,45.16122142531265
403.8335,56.833411232332914,0.0
418.3,21.81684181127211,132.70264497796467
432.7665,33.48903161829238,126.86655007445452
