, <=50K, >50K
 Bachelors,138.17394774292234,27.878983760978514
 HS-grad,348.2595934228154,41.009336615971826
 11th,22.62684261898119,12.122560334986538
 Masters,25.252913189979854,25.252913189979854
 9th,4.24434862199055,25.252913189979854
 Some-college,232.7124882988742,41.009336615971826
 Assoc-acdm,85.65253632294909,0.0
 Assoc-voc,17.374701476983862,22.62684261898119
 7th-8th,9.496489763987876,0.0
 Doctorate,9.496489763987876,33.13112490297584
 Prof-school,35.757195473974505,33.13112490297584
 5th-6th,0.0,4.24434862199055
 10th,20.000772047982526,0.0
 1st-4th,0.0,12.122560334986538
 Preschool,48.88754832896782,17.374701476983862
 12th,41.009336615971826,0.0
