, <=50K, >50K
 Bachelors,389.3806695213365,0.0
 HS-grad,266.82267654762364,0.0
 11th,290.1670561616642,173.4451580914615
 Masters,132.59249376689058,27.542785503708174
 9th,4.198405889667637,33.378880407218304
 Some-college,260.9865816441135,68.39544982827911
 Assoc-acdm,120.92030395987031,0.0
 Assoc-voc,0.0,0.0
 7th-8th,0.0,0.0
 Doctorate,144.26468357391084,249.31439183709327
 Prof-school,62.559354924768975,243.47829693358312
 5th-6th,0.0,85.90373453880952
 10th,144.26468357391084,74.23154473178924
 1st-4th,115.08420905636018,126.75639886338045
 Preschool,80.06763963529937,0.0
 12th,0.0,208.46172751252232
