,red,white
2.741,11.55234535925705,15.880252186734355
2.7845,0.0,0.0
2.8275,28.863972669166273,28.863972669166273
2.8705,0.0,63.48722728898471
2.9135,0.0,15.880252186734355
2.9565,0.0,0.0
2.9995,2.896531704302439,0.0
3.0425,72.14304094393933,0.0
3.0855,0.0,0.0
3.1285,41.847693151598186,0.0
3.1715,0.0,33.19187949664358
3.2145,0.0,41.847693151598186
3.2575,0.0,0.0
3.3005,0.0,37.51978632412088
3.3435,0.0,2.896531704302439
3.3865,0.0,46.17559997907549
3.4295,0.0,0.0
3.4725,0.0,11.55234535925705
3.5155,0.0,0.0
3.5585,28.863972669166273,41.847693151598186
3.6015,72.14304094393933,0.0
3.6445,2.896531704302439,15.880252186734355
3.6875,0.0,15.880252186734355
3.7305,0.0,106.76629556375777
3.7735,2.896531704302439,2.896531704302439
3.8165,0.0,11.55234535925705
3.8595,15.880252186734355,67.81513411646202
3.9025,63.48722728898471,0.0
3.9455,85.12676142637125,0.0
3.9885,15.880252186734355,0.0
