, <=50K, >50K
 Bachelors,138.30202916720918,36.920844915786624
 HS-grad,348.1375035480605,41.63624883445744
 11th,0.0,0.0
 Masters,62.85556646847611,22.774633159774176
 9th,10.986123363097137,39.27854687512203
 Some-college,291.55265652401073,41.63624883445744
 Assoc-acdm,39.27854687512203,0.0
 Assoc-voc,25.132335119109584,0.0
 7th-8th,20.416931200438768,0.0
 Doctorate,8.62842140376173,22.774633159774176
 Prof-school,20.416931200438768,36.920844915786624
 5th-6th,0.0,22.774633159774176
 10th,25.132335119109584,0.0
 1st-4th,0.0,0.0
 Preschool,0.0,32.20544099711581
 12th,39.27854687512203,0.0
