,red,white
0.0268,13.598298486405488,10.719700493893676
0.0832,0.0,0.0
0.1385,0.0,27.991288448964543
0.1935,0.0,10.719700493893676
0.249,4.962504508870055,30.869886441476353
0.3045,0.0,131.62081617938972
0.3595,0.0,33.74848443398816
0.415,27.991288448964543,22.23409246394092
0.4705,0.0,68.2916603441299
0.5255,7.841102501381865,0.0
0.581,0.0,0.0
0.6365,0.0,27.991288448964543
0.6915,13.598298486405488,0.0
0.747,0.0,0.0
0.8025,13.598298486405488,30.869886441476353
0.8575,0.0,0.0
0.913,0.0,10.719700493893676
0.9685,19.355494471429108,0.0
1.0235,0.0,13.598298486405488
1.079,42.384278411523596,0.0
1.1345,13.598298486405488,0.0
1.1895,4.962504508870055,0.0
1.245,0.0,0.0
1.3005,13.598298486405488,0.0
1.3555,4.962504508870055,30.869886441476353
1.411,0.0,0.0
1.4665,27.991288448964543,0.0
1.5215,0.0,4.962504508870055
1.577,19.355494471429108,0.0
1.6325,0.0,45.26287640403541
