,red,white
0.0188,15.760732456897014,34.85471208098433
0.0391,8.600490097864272,216.24751850981377
0.0591,18.14747990990793,51.56194425206073
0.0792,99.296893312279,3.8269951918424443
0.0992,32.46796462797341,0.0
0.119,10.987237550875186,6.213742644853358
0.139,0.0,1.4402477388315305
0.1595,1.4402477388315305,3.8269951918424443
0.18,0.0,8.600490097864272
0.2,0.0,13.3739850038861
0.22,0.0,18.14747990990793
0.24,6.213742644853358,0.0
0.26,0.0,0.0
0.28,8.600490097864272,0.0
0.3,0.0,3.8269951918424443
0.32,0.0,0.0
0.34,0.0,0.0
0.36,22.920974815929757,0.0
0.38,0.0,6.213742644853358
0.4,0.0,0.0
0.42,18.14747990990793,0.0
0.44,0.0,0.0
0.4605,10.987237550875186,0.0
0.481,0.0,3.8269951918424443
0.501,0.0,18.14747990990793
0.521,20.53422736291884,0.0
0.541,6.213742644853358,8.600490097864272
0.561,3.8269951918424443,0.0
0.581,18.14747990990793,3.8269951918424443
0.601,10.987237550875186,0.0
