, <=50K, >50K
 Adm-clerical,154.80594288255702,25.132335119109584
 Exec-managerial,67.57097038714693,91.14798998050101
 Handlers-cleaners,62.85556646847611,3.9130174850909123
 Prof-specialty,53.42475863113448,74.64407626515316
 Other-service,178.3829624759111,10.986123363097137
 Sales,34.563142956451216,43.99395079379285
 Craft-repair,48.709354712463664,74.64407626515316
 Transport-moving,10.986123363097137,119.4404134925259
 Farming-fishing,0.0,32.20544099711581
 Machine-op-inspct,72.28637430581774,18.05922924110336
 Tech-support,25.132335119109584,1.5553155257555042
 ?,81.71718214315938,0.0
 Protective-serv,60.497864509140705,0.0
 Armed-Forces,62.85556646847611,0.0
 Priv-house-serv,0.0,65.21326842781153
