,red,white
1.654,59.159320461507406,154.37327066600812
3.86,20.20815901421166,33.19187949664358
6.0335,24.536065841688966,33.19187949664358
8.2065,0.0,0.0
10.38,0.0,0.0
12.5535,0.0,41.847693151598186
14.7265,46.17559997907549,0.0
16.9,7.224438531779744,54.831413634030106
19.0735,20.20815901421166,0.0
21.2465,50.5035068065528,33.19187949664358
23.42,0.0,15.880252186734355
25.5935,37.51978632412088,0.0
27.7665,15.880252186734355,20.20815901421166
29.94,0.0,20.20815901421166
32.1135,41.847693151598186,0.0
34.2865,0.0,0.0
36.46,0.0,63.48722728898471
38.6335,41.847693151598186,0.0
40.8065,0.0,76.47094777141663
42.98,72.14304094393933,0.0
45.1535,0.0,0.0
47.3265,0.0,0.0
49.5,28.863972669166273,0.0
51.6735,20.20815901421166,0.0
53.8465,0.0,89.45466825384855
56.02,0.0,0.0
58.1935,24.536065841688966,11.55234535925705
60.3665,11.55234535925705,0.0
62.54,0.0,2.896531704302439
64.7135,15.880252186734355,0.0
