,red,white
13.0165,20.70229740145508,0.0
27.7,34.16466803998896,13.971112082188144
42.1665,27.43348272072202,0.0
56.6335,4.996198323165561,0.5087414436542684
71.1,2.7524698834099146,7.239926762921206
85.5665,11.727383642432498,36.4083964797446
100.0335,20.70229740145508,34.16466803998896
114.5,0.5087414436542684,38.65212491950025
128.9665,13.971112082188144,31.92093960023331
143.4335,4.996198323165561,36.4083964797446
157.9,9.483655202676852,22.946025841210727
172.3665,9.483655202676852,22.946025841210727
186.8335,2.7524698834099146,20.70229740145508
201.3,0.0,7.239926762921206
215.7665,11.727383642432498,16.21484052194379
230.2335,4.996198323165561,0.0
244.7,2.7524698834099146,16.21484052194379
259.1665,0.5087414436542684,7.239926762921206
273.6335,0.0,9.483655202676852
288.1,11.727383642432498,4.996198323165561
302.5665,4.996198323165561,7.239926762921206
317.0335,9.483655202676852,0.0
331.5,2.7524698834099146,0.0
345.9665,0.0,0.0
360.4335,25.189754280966373,0.0
374.9,2.7524698834099146,0.0
389.3665,22.946025841210727,18.458568961699434
403.8335,0.0,0.0
418.3,0.5087414436542684,0.0
432.7665,18.458568961699434,0.5087414436542684
