,red,white
0.1042,4.962504508870055,13.598298486405488
0.155,19.355494471429108,13.598298486405488
0.205,0.0,51.02007238905903
0.255,16.476896478917297,97.07764026924801
0.305,7.841102501381865,48.14147439654722
0.355,2.083906516358244,59.65586636659446
0.405,42.384278411523596,48.14147439654722
0.455,0.0,10.719700493893676
0.505,7.841102501381865,48.14147439654722
0.555,2.083906516358244,4.962504508870055
0.605,56.77726837408265,0.0
0.655,10.719700493893676,0.0
0.705,30.869886441476353,0.0
0.755,16.476896478917297,19.355494471429108
0.805,13.598298486405488,0.0
0.855,7.841102501381865,0.0
0.905,16.476896478917297,0.0
0.955,30.869886441476353,19.355494471429108
1.005,2.083906516358244,0.0
1.055,0.0,0.0
1.105,0.0,51.02007238905903
1.155,2.083906516358244,48.14147439654722
1.205,2.083906516358244,71.17025833664171
1.255,25.112690456452732,16.476896478917297
1.305,10.719700493893676,13.598298486405488
1.355,0.0,0.0
1.405,22.23409246394092,7.841102501381865
1.455,0.0,0.0
1.505,25.112690456452732,25.112690456452732
1.555,2.083906516358244,25.112690456452732
