, <=50K, >50K
18.18,863.2855265755861,0.0
20.65,787.2200574627215,53.291071698054616
23.0835,1381.3530459388803,34.78866029222268
25.5165,776.9409400150371,149.91477570628805
27.950000000000003,1163.435756047971,211.5894803923945
30.3835,729.6569997556887,106.74248242601354
32.816500000000005,1130.5425802153807,252.70595018313216
35.25,719.3778823080044,388.3903004925664
37.683499999999995,18.34207237592762,0.0
40.1165,840.6714681906803,406.8927118983983
42.55,554.9120031450537,302.0457139320173
44.98350000000001,813.945762826701,406.8927118983983
47.4165,332.8830662750706,262.98506763081656
49.85,567.246944082275,519.9630038229268
52.283500000000004,0.0,0.0
54.716499999999996,40.956130760833325,0.0
57.15,343.16218372275495,199.25453945517322
59.5835,203.366186434247,154.02642268536184
62.01649999999999,295.87824346340665,203.366186434247
64.45,108.79830591555043,22.453719355001386
66.8835,228.03606830868958,57.40271867712838
69.31649999999999,110.8541294050873,0.0
71.75,49.17942471898085,34.78866029222268
74.18350000000001,86.18424753064473,24.509542844538267
76.6165,51.23524820851773,0.0
79.05,43.0119542503702,0.0
81.48349999999999,0.0,20.397895865464506
83.9165,28.62118982361203,0.0
86.35,0.0,0.0
88.7835,0.0,55.34689518759149
