,red,white
0.0268,38.82565491431178,0.0
0.0832,0.0,9.478973685827038
0.1385,0.0,0.0
0.1935,0.0,19.26120076198862
0.249,45.34713963175283,71.43307850151704
0.3045,19.26120076198862,94.25827501256073
0.3595,0.0,68.17233614279652
0.415,0.0,16.00045840326809
0.4705,0.0,0.0
0.5255,0.0,42.086397273032304
0.581,0.0,0.0
0.6365,9.478973685827038,0.0
0.6915,0.0,45.34713963175283
0.747,0.0,42.086397273032304
0.8025,0.0,0.0
0.8575,29.043427838150198,0.0
0.913,0.0,9.478973685827038
0.9685,68.17233614279652,0.0
1.0235,38.82565491431178,0.0
1.079,0.0,51.86862434919389
1.1345,0.0,0.0
1.1895,16.00045840326809,0.0
1.245,0.0,9.478973685827038
1.3005,29.043427838150198,51.86862434919389
1.3555,29.043427838150198,0.0
1.411,0.0,0.0
1.4665,0.0,12.739716044547565
1.5215,0.0,0.0
1.577,0.0,12.739716044547565
1.6325,0.0,0.0
