, <=50K, >50K
 Bachelors,200.3766137047654,0.0
 HS-grad,302.97652623330345,6.9024929366650225
 11th,24.491049370128692,39.148179731348414
 Masters,9.833919008908968,53.80531009256814
 9th,0.0,45.01103187583631
 Some-college,273.662265510864,24.491049370128692
 Assoc-acdm,39.148179731348414,0.0
 Assoc-voc,0.0,0.0
 7th-8th,9.833919008908968,0.0
 Doctorate,3.971066864421078,21.559623297884748
 Prof-school,53.80531009256814,91.91384903173943
 5th-6th,0.0,47.94245794808025
 10th,50.8738840203242,0.0
 1st-4th,0.0,59.66816223705603
 Preschool,0.0,0.0
 12th,0.0,0.0
