, <=50K, >50K
18.18,47.343795611509215,2.23632425794623
20.65,32.30797182698822,36.603921479708504
23.0835,96.74721661779249,0.0
25.5165,94.59924179143235,0.0
27.950000000000003,75.26746835419107,0.0
30.3835,62.37961939603021,0.0
32.816500000000005,77.41544318055121,4.384299084306372
35.25,51.6397452642295,30.159997000628078
37.683499999999995,0.0,0.0
40.1165,79.56341800691135,66.67556904875049
42.55,30.159997000628078,0.0
44.98350000000001,53.787720090589644,49.491770437869356
47.4165,45.195820785149074,21.56809769518751
49.85,28.012022174267937,81.71139283327149
52.283500000000004,0.0,0.0
54.716499999999996,17.272148042467226,0.0
57.15,2.23632425794623,2.23632425794623
59.5835,28.012022174267937,0.08834943158608757
62.01649999999999,17.272148042467226,0.0
64.45,17.272148042467226,0.0
66.8835,2.23632425794623,0.0
69.31649999999999,0.0,0.0
71.75,17.272148042467226,17.272148042467226
74.18350000000001,36.603921479708504,28.012022174267937
76.6165,0.0,0.0
79.05,6.532273910666514,12.97619838974694
81.48349999999999,6.532273910666514,0.0
83.9165,0.0,0.0
86.35,0.0,0.0
88.7835,0.0,0.0
