, <=50K, >50K
 Adm-clerical,1644.2668674231256,190.7376685394791
 Exec-managerial,1264.7740223943904,1042.8065092643753
 Handlers-cleaners,725.3690980139238,0.0
 Prof-specialty,1085.7679634185718,997.458307657168
 Other-service,1899.6488448952935,140.61597202624992
 Sales,1372.1776577798814,384.06421223336315
 Craft-repair,1902.0355923483044,446.1196460116469
 Transport-moving,730.1425929199456,298.1413039249702
 Farming-fishing,558.2967763031598,66.62680098291158
 Machine-op-inspct,782.6510368861858,322.0087784550794
 Tech-support,357.80999025024306,154.9364567443154
 ?,918.6956417078079,64.24005352990066
 Protective-serv,252.79310231776287,76.17379079495524
 Armed-Forces,159.70995165033722,116.74849749614077
 Priv-house-serv,107.20150768409711,28.43884173473695
