, <=50K, >50K
 Bachelors,180.51823484583804,70.97151870147079
 HS-grad,309.3967244274466,53.787720090589644
 11th,0.0,0.0
 Masters,28.012022174267937,60.23164456967007
 9th,6.532273910666514,23.71607252154765
 Some-college,223.47773137304088,25.864047347907793
 Assoc-acdm,62.37961939603021,0.0
 Assoc-voc,12.97619838974694,0.0
 7th-8th,45.195820785149074,0.0
 Doctorate,19.420122868827367,19.420122868827367
 Prof-school,23.71607252154765,28.012022174267937
 5th-6th,0.0,15.124173216107083
 10th,21.56809769518751,0.0
 1st-4th,0.0,10.828223563386798
 Preschool,19.420122868827367,12.97619838974694
 12th,25.864047347907793,0.0
