, <=50K, >50K
1.2425,118.11642431268972,0.0
1.75,0.0,0.0
2.25,87.64510595724153,0.0
2.75,34.32029883520721,34.32029883520721
3.25,0.0,0.0
3.75,0.0,0.0
4.25,91.45402075167254,0.04006568532800384
4.75,0.0,198.1036349957412
5.25,0.0,0.0
5.75,118.11642431268972,110.49859472382767
6.25,0.0,53.364872807362325
6.75,0.0,38.12921362963823
7.25,68.60053198508642,0.0
7.75,0.0,83.83619116281051
8.25,0.0,0.0
8.75,300.9443344453788,163.82340184586198
9.25,68.60053198508642,110.49859472382767
9.75,312.3710788286719,45.74704321850028
10.25,80.02727636837949,0.0
10.75,0.0,0.0
11.25,0.0,106.68967992939665
11.75,87.64510595724153,49.5559580129313
12.25,0.0,0.0
12.75,247.61952732334447,87.64510595724153
13.25,68.60053198508642,0.0
13.75,0.0,0.0
14.25,26.702469246345164,0.0
14.75,289.51759006208573,3.848980479759027
15.25,95.26293554610358,45.74704321850028
15.75,0.0,0.0
