,red,white
0.2485,8.600490097864272,0.0
0.309,0.0,0.0
0.3685,0.0,49.17519679904981
0.4275,13.3739850038861,34.85471208098433
0.487,25.30772226894067,49.17519679904981
0.5465,20.53422736291884,53.94869170507164
0.6055,49.17519679904981,30.081217174962497
0.665,42.01495444001707,0.0
0.7245,27.694469721951585,0.0
0.7835,13.3739850038861,3.8269951918424443
0.843,8.600490097864272,0.0
0.9025,0.0,0.0
0.9615,0.0,0.0
1.021,27.694469721951585,13.3739850038861
1.0805,0.0,15.760732456897014
1.1395,0.0,20.53422736291884
1.199,0.0,0.0
1.2585,0.0,0.0
1.3175,0.0,6.213742644853358
1.377,0.0,20.53422736291884
1.4365,0.0,0.0
1.4955,0.0,0.0
1.555,0.0,0.0
1.6145,18.14747990990793,6.213742644853358
1.6735,0.0,6.213742644853358
1.733,8.600490097864272,0.0
1.7925,18.14747990990793,0.0
1.8515,0.0,27.694469721951585
1.911,0.0,0.0
1.9705,0.0,0.0
