, <=50K, >50K
 Adm-clerical,157.9142797758175,29.666096365855317
 Exec-managerial,74.66545896584205,88.16526774583808
 Handlers-cleaners,81.41536335584006,0.0
 Prof-specialty,79.16539522584073,65.66558644584471
 Other-service,126.4147259558268,22.91619197585731
 Sales,25.166160105856644,70.16552270584339
 Craft-repair,56.665713925847356,70.16552270584339
 Transport-moving,20.66622384585797,103.91504465583343
 Farming-fishing,18.416255715858636,27.416128235855982
 Machine-op-inspct,70.16552270584339,7.166415065861951
 Tech-support,29.666096365855317,0.0
 ?,65.66558644584471,0.0
 Protective-serv,13.916319455859961,0.0
 Armed-Forces,58.915682055846695,0.0
 Priv-house-serv,0.0,47.66584140585001
