, <=50K, >50K
 United-States,11748.870903673376,3965.5231722867406
 Cuba,30.677013313148912,61.514365656202145
 Jamaica,22.453719355001386,18.34207237592762
 India,0.0,28.62118982361203
 ?,265.0408911203534,131.41236430045612
 Mexico,318.49230184831237,0.0
 South,0.0,20.397895865464506
 Puerto-Rico,14.230425396853859,6.007131438706331
 Honduras,0.0,0.0
 England,12.174601907316976,10.118778417780094
 Canada,45.067777739907086,1.895484459632567
 Germany,45.067777739907086,88.2400710201816
 Iran,0.0,47.12360122944397
 Philippines,32.732836802685796,49.17942471898085
 Italy,71.79348310388654,38.90030727129644
 Poland,3.951307949169449,0.0
 Columbia,84.12842404110785,0.0
 Cambodia,102.63083544693978,0.0
 Thailand,1.895484459632567,49.17942471898085
 Ecuador,0.0,28.62118982361203
 Laos,0.0,0.0
 Taiwan,32.732836802685796,20.397895865464506
 Haiti,67.68183612481279,47.12360122944397
 Portugal,0.0,22.453719355001386
 Dominican-Republic,61.514365656202145,71.79348310388654
 El-Salvador,0.0,1.895484459632567
 France,100.5750119574029,28.62118982361203
 Guatemala,98.51918846786602,8.062954928243213
 China,0.0,26.56536633407515
 Japan,0.0,65.6260126352759
 Yugoslavia,0.0,55.34689518759149
 Peru,0.0,0.0
 Outlying-US(Guam-USVI-etc),0.0,96.46336497832914
 Scotland,20.397895865464506,0.0
 Trinadad&Tobago,0.0,57.40271867712838
 Greece,24.509542844538267,40.956130760833325
 Nicaragua,40.956130760833325,16.28624888639074
 Vietnam,61.514365656202145,0.0
 Hong,80.01677706203408,0.0
 Ireland,18.34207237592762,80.01677706203408
 Hungary,0.0,10.118778417780094
 Holand-Netherlands,47.12360122944397,0.0
