, <=50K, >50K
 Bachelors,1728.8056450977936,1358.590452538112
 HS-grad,4883.487831394232,770.7336013221327
 11th,526.1672013887674,34.790673082280854
 Masters,339.9377408890487,528.410929828523
 9th,348.9126546480713,0.0
 Some-college,3232.103699734076,770.7336013221327
 Assoc-acdm,537.3858435875455,194.09539230493172
 Assoc-voc,523.9234729490116,225.50759046151074
 7th-8th,391.5434950034286,0.0
 Doctorate,7.865931805213103,59.47168591959296
 Prof-school,75.17778499788248,218.77640514224382
 5th-6th,304.0380858529584,52.74050060032602
 10th,407.2495940817181,90.88388407617201
 1st-4th,81.90897031714943,0.0
 Preschool,12.353388684724395,12.353388684724395
 12th,268.13843081686804,0.0
