, <=50K, >50K
 Bachelors,330.25980807904136,0.0
 HS-grad,213.54366288063736,0.0
 11th,213.54366288063736,162.79751279437477
 Masters,101.90213269085963,41.00675258734451
 9th,30.857522570091987,30.857522570091987
 Some-college,238.91673792376866,46.08136759597077
 Assoc-acdm,106.9767476994859,0.0
 Assoc-voc,0.0,0.0
 7th-8th,0.0,0.0
 Doctorate,137.42443775124346,101.90213269085963
 Prof-school,51.15598260459703,254.14058294964744
 5th-6th,0.0,147.57366776849597
 10th,127.27520773399094,0.0
 1st-4th,117.12597771673842,112.05136270811215
 Preschool,46.08136759597077,0.0
 12th,0.0,147.57366776849597
