, <=50K, >50K
 Adm-clerical,114.30750951825868,156.20557225699994
 Exec-managerial,167.632316640293,102.88076513496561
 Handlers-cleaners,95.26293554610358,22.89355445191414
 Prof-specialty,0.0,60.98270239622437
 Other-service,68.60053198508642,34.32029883520721
 Sales,0.0,45.74704321850028
 Craft-repair,0.0,140.96991307927584
 Transport-moving,0.0,205.72146458460324
 Farming-fishing,22.89355445191414,30.511384040776186
 Machine-op-inspct,76.21836157394846,53.364872807362325
 Tech-support,30.511384040776186,15.275724863052096
 ?,80.02727636837949,19.084639657483116
 Protective-serv,0.0,0.0
 Armed-Forces,118.11642431268972,0.0
 Priv-house-serv,0.0,182.8679758180171
