, <=50K, >50K
 Adm-clerical,1458.4090113442571,0.0
 Exec-managerial,1389.9334218111262,1102.9880942437198
 Handlers-cleaners,711.6990111972565,0.0
 Prof-specialty,1230.1570462338202,731.2634653495796
 Other-service,2032.2996664790699,131.28687134500274
 Sales,1327.9793169954362,163.894294932208
 Craft-repair,2029.0389241203493,421.4929412711296
 Transport-moving,789.9568278065492,137.80835606244378
 Farming-fishing,633.4411945879639,0.0
 Machine-op-inspct,747.5671771431823,222.58765738917748
 Tech-support,225.84839974789801,245.41285390022117
 ?,675.8308452513307,4.117919354902188
 Protective-serv,66.0720241705922,0.0
 Armed-Forces,17.160888789784295,92.1579630403564
 Priv-house-serv,4.117919354902188,0.0
