, <=50K, >50K
 Adm-clerical,1601.3185096410987,0.0
 Exec-managerial,1562.367348193803,939.148765037071
 Handlers-cleaners,830.9510943501384,25.960424439359592
 Prof-specialty,1596.9906028136215,934.8208582095937
 Other-service,1605.646416468576,60.58367905917803
 Sales,1558.0394413663257,47.59995857674612
 Craft-repair,2350.046390794673,207.73251119340642
 Transport-moving,688.1301690433874,0.0
 Farming-fishing,463.07901401456746,129.83018829881493
 Machine-op-inspct,1099.2813176537313,389.50459794745325
 Tech-support,73.56739954160994,424.1278525672717
 ?,506.3580822893405,315.93018188033903
 Protective-serv,0.0,0.0
 Armed-Forces,346.2255296726802,0.0
 Priv-house-serv,0.0,0.0
