, <=50K, >50K
 United-States,751.4847152866271,270.7308394386201
 Cuba,18.628197225640804,0.0
 Jamaica,106.57097939295915,91.91384903173943
 India,24.491049370128692,112.43383153744703
 ?,3.971066864421078,9.833919008908968
 Mexico,0.0,27.422475442372637
 South,33.285327586860525,21.559623297884748
 Puerto-Rico,6.9024929366650225,88.98242295949548
 Honduras,0.0,68.46244045378786
 England,1.039640792177133,0.0
 Canada,27.422475442372637,0.0
 Germany,0.0,0.0
 Iran,0.0,27.422475442372637
 Philippines,1.039640792177133,0.0
 Italy,0.0,0.0
 Poland,15.696771153396858,62.599588309299975
 Columbia,0.0,65.53101438154393
 Cambodia,97.77670117622732,0.0
 Thailand,0.0,21.559623297884748
 Ecuador,0.0,21.559623297884748
 Laos,86.05099688725153,0.0
 Taiwan,9.833919008908968,0.0
 Haiti,15.696771153396858,80.18814474276364
 Portugal,18.628197225640804,6.9024929366650225
 Dominican-Republic,21.559623297884748,0.0
 El-Salvador,0.0,0.0
 France,0.0,24.491049370128692
 Guatemala,0.0,24.491049370128692
 China,62.599588309299975,39.148179731348414
 Japan,9.833919008908968,39.148179731348414
 Yugoslavia,0.0,0.0
 Peru,9.833919008908968,59.66816223705603
 Outlying-US(Guam-USVI-etc),0.0,0.0
 Scotland,62.599588309299975,65.53101438154393
 Trinadad&Tobago,77.2567186705197,0.0
 Greece,97.77670117622732,0.0
 Nicaragua,0.0,0.0
 Vietnam,1.039640792177133,27.422475442372637
 Hong,0.0,9.833919008908968
 Ireland,30.35390151461658,0.0
 Hungary,56.736736164812086,0.0
 Holand-Netherlands,39.148179731348414,0.0
