, <=50K, >50K
 United-States,781.9546640657757,322.202781995371
 Cuba,1.5553155257555042,0.0
 Jamaica,69.92867234648234,74.64407626515316
 India,36.920844915786624,29.8477390377804
 ?,15.701527281767953,0.0
 Mexico,0.0,41.63624883445744
 South,29.8477390377804,0.0
 Puerto-Rico,0.0,18.05922924110336
 Honduras,0.0,0.0
 England,6.27071944442632,0.0
 Canada,53.42475863113448,0.0
 Germany,0.0,53.42475863113448
 Iran,6.27071944442632,36.920844915786624
 Philippines,34.563142956451216,6.27071944442632
 Italy,0.0,0.0
 Poland,22.774633159774176,10.986123363097137
 Columbia,0.0,0.0
 Cambodia,13.343825322432545,0.0
 Thailand,13.343825322432545,0.0
 Ecuador,15.701527281767953,6.27071944442632
 Laos,69.92867234648234,0.0
 Taiwan,8.62842140376173,0.0
 Haiti,10.986123363097137,51.06705667179907
 Portugal,43.99395079379285,25.132335119109584
 Dominican-Republic,13.343825322432545,13.343825322432545
 El-Salvador,10.986123363097137,0.0
 France,0.0,1.5553155257555042
 Guatemala,0.0,34.563142956451216
 China,25.132335119109584,20.416931200438768
 Japan,0.0,18.05922924110336
 Yugoslavia,6.27071944442632,34.563142956451216
 Peru,0.0,32.20544099711581
 Outlying-US(Guam-USVI-etc),15.701527281767953,3.9130174850909123
 Scotland,69.92867234648234,0.0
 Trinadad&Tobago,20.416931200438768,46.351652753128256
 Greece,81.71718214315938,0.0
 Nicaragua,0.0,0.0
 Vietnam,0.0,0.0
 Hong,0.0,15.701527281767953
 Ireland,55.78246059046989,0.0
 Hungary,67.57097038714693,0.0
 Holand-Netherlands,27.490037078444992,0.0
