, <=50K, >50K
 Adm-clerical,118.11642431268972,152.39665746256892
 Exec-managerial,140.96991307927584,102.88076513496561
 Handlers-cleaners,83.83619116281051,19.084639657483116
 Prof-specialty,7.657895274190049,64.79161719065539
 Other-service,41.938128424069255,45.74704321850028
 Sales,0.0,26.702469246345164
 Craft-repair,22.89355445191414,156.20557225699994
 Transport-moving,0.0,217.1482089678963
 Farming-fishing,30.511384040776186,30.511384040776186
 Machine-op-inspct,95.26293554610358,45.74704321850028
 Tech-support,45.74704321850028,7.657895274190049
 ?,64.79161719065539,19.084639657483116
 Protective-serv,0.0,0.0
 Armed-Forces,118.11642431268972,0.0
 Priv-house-serv,0.0,182.8679758180171
