, <=50K, >50K
 Bachelors,247.61952732334447,0.0
 HS-grad,266.6641012954996,19.084639657483116
 11th,133.3520834904138,144.77882787370686
 Masters,57.17378760179334,72.40944677951744
 9th,0.0,68.60053198508642
 Some-college,247.61952732334447,0.0
 Assoc-acdm,80.02727636837949,0.0
 Assoc-voc,0.0,0.0
 7th-8th,0.0,0.0
 Doctorate,118.11642431268972,38.12921362963823
 Prof-school,45.74704321850028,148.5877426681379
 5th-6th,0.0,80.02727636837949
 10th,129.54316869598279,0.0
 1st-4th,0.0,53.364872807362325
 Preschool,0.0,0.0
 12th,7.657895274190049,30.511384040776186
