,red,white
0.988,0.0,33.48903161829238
0.99,0.0,202.73578382008625
0.9915,50.99731632882278,121.03045517094438
0.993,0.0,0.0
0.995,27.652936714782243,0.0
0.9965,91.84998065339371,21.81684181127211
0.998,33.48903161829238,27.652936714782243
1.0,33.48903161829238,0.0
1.002,33.48903161829238,27.652936714782243
1.0035,0.0,0.0
1.005,62.669506135843044,0.0
1.007,0.0,0.0
1.009,39.32512652180251,156.0470245920052
1.0105,0.0,0.0
1.012,0.0,0.0
1.014,15.980746907761976,0.0
1.016,39.32512652180251,86.01388574988358
1.0175,0.0,0.0
1.019,0.0,0.0
1.021,0.0,80.17779084637345
1.0225,0.0,21.81684181127211
1.024,27.652936714782243,97.68607555690384
1.026,0.0,0.0
1.028,4.308557100741708,0.0
1.0295,0.0,15.980746907761976
1.031,0.0,21.81684181127211
1.033,68.50560103935318,0.0
1.035,0.0,33.48903161829238
1.0365,68.50560103935318,0.0
1.038,15.980746907761976,0.0
