,red,white
5.656,0.0,48.60788199047336
15.4,6.218231327106511,61.65085142535547
25.0,0.0,42.086397273032304
34.6,0.0,19.26120076198862
44.2,61.65085142535547,64.91159378407599
53.8,16.00045840326809,32.30417019687073
63.4,0.0,38.82565491431178
73.0,0.0,104.04050208872232
82.6,25.782685479429674,0.0
92.2,55.129366707914414,29.043427838150198
101.8,0.0,0.0
111.4,0.0,0.0
121.0,32.30417019687073,0.0
130.6,0.0,45.34713963175283
140.2,12.739716044547565,0.0
149.8,38.82565491431178,16.00045840326809
159.4,9.478973685827038,0.0
169.0,0.0,6.218231327106511
178.6,0.0,48.60788199047336
188.2,32.30417019687073,0.0
197.8,29.043427838150198,22.521943120709146
207.4,25.782685479429674,6.218231327106511
217.0,19.26120076198862,0.0
226.6,0.0,0.0
236.2,0.0,0.0
245.8,2.9574889683859844,0.0
255.4,0.0,0.0
265.0,9.478973685827038,0.0
274.6,0.0,0.0
284.2,0.0,0.0
