,red,white
1.654,93.78257508132585,89.45466825384855
3.86,0.0,119.75001604618969
6.0335,102.43838873628046,0.0
8.2065,85.12676142637125,15.880252186734355
10.38,0.0,2.896531704302439
12.5535,0.0,106.76629556375777
14.7265,24.536065841688966,0.0
16.9,0.0,0.0
19.0735,0.0,37.51978632412088
21.2465,0.0,0.0
23.42,0.0,33.19187949664358
25.5935,0.0,20.20815901421166
27.7665,2.896531704302439,0.0
29.94,0.0,0.0
32.1135,15.880252186734355,54.831413634030106
34.2865,0.0,41.847693151598186
36.46,37.51978632412088,0.0
38.6335,0.0,54.831413634030106
40.8065,115.42210921871238,0.0
42.98,50.5035068065528,0.0
45.1535,0.0,15.880252186734355
47.3265,0.0,0.0
49.5,15.880252186734355,11.55234535925705
51.6735,46.17559997907549,106.76629556375777
53.8465,0.0,76.47094777141663
56.02,33.19187949664358,0.0
58.1935,0.0,46.17559997907549
60.3665,50.5035068065528,0.0
62.54,37.51978632412088,0.0
64.7135,20.20815901421166,0.0
