, <=50K, >50K
 Bachelors,240.00169773448243,0.0
 HS-grad,323.79782321196495,0.0
 11th,160.01448705143096,137.16099828484482
 Masters,57.17378760179334,45.74704321850028
 9th,0.0,68.60053198508642
 Some-college,259.0462717066375,0.0
 Assoc-acdm,45.74704321850028,0.0
 Assoc-voc,0.0,0.0
 7th-8th,0.0,0.0
 Doctorate,114.30750951825868,41.938128424069255
 Prof-school,49.5559580129313,140.96991307927584
 5th-6th,0.0,80.02727636837949
 10th,148.5877426681379,0.0
 1st-4th,3.848980479759027,53.364872807362325
 Preschool,0.0,0.0
 12th,0.0,30.511384040776186
