,red,white
0.0188,0.0,63.48722728898471
0.0391,0.0,288.5383823178046
0.0591,0.0,111.09420239123507
0.0792,93.78257508132585,0.0
0.0992,102.43838873628046,0.0
0.119,33.19187949664358,102.43838873628046
0.139,24.536065841688966,0.0
0.1595,15.880252186734355,0.0
0.18,46.17559997907549,63.48722728898471
0.2,76.47094777141663,80.79885459889394
0.22,0.0,2.896531704302439
0.24,59.159320461507406,59.159320461507406
0.26,24.536065841688966,0.0
0.28,7.224438531779744,37.51978632412088
0.3,20.20815901421166,37.51978632412088
0.32,0.0,2.896531704302439
0.34,72.14304094393933,0.0
0.36,2.896531704302439,85.12676142637125
0.38,46.17559997907549,72.14304094393933
0.4,0.0,59.159320461507406
0.42,0.0,0.0
0.44,37.51978632412088,0.0
0.4605,0.0,0.0
0.481,0.0,2.896531704302439
0.501,0.0,0.0
0.521,0.0,0.0
0.541,0.0,0.0
0.561,0.0,0.0
0.581,0.0,28.863972669166273
0.601,28.863972669166273,0.0
