, <=50K, >50K
 Bachelors,1645.764339140877,1303.9916810549757
 HS-grad,4767.287949658774,858.421400883727
 11th,481.20565232965834,0.0
 Masters,349.5598877336075,600.193170329935
 9th,354.62318637191714,73.61011194573179
 Some-college,3321.7161884213697,759.6870774366888
 Assoc-acdm,531.8386387127548,336.9016411378334
 Assoc-voc,440.69926322318116,164.7494874353054
 7th-8th,509.0537948403614,71.07846262657696
 Doctorate,53.3569173924932,0.0
 Prof-school,20.445476243480503,316.6484465845948
 5th-6th,448.2942111806456,101.45825445643484
 10th,303.9901999888207,28.040424200944972
 1st-4th,271.078758839808,0.0
 Preschool,40.698670796719085,134.36969560544753
 12th,250.8255642865694,0.0
