, <=50K, >50K
 Bachelors,185.71948334354568,6.9024929366650225
 HS-grad,297.11367408881557,36.21675365910447
 11th,21.559623297884748,42.079605803592365
 Masters,6.9024929366650225,50.8738840203242
 9th,0.0,45.01103187583631
 Some-college,253.1422830051564,36.21675365910447
 Assoc-acdm,71.39386652603181,0.0
 Assoc-voc,0.0,0.0
 7th-8th,3.971066864421078,0.0
 Doctorate,12.765345081152912,30.35390151461658
 Prof-school,53.80531009256814,97.77670117622732
 5th-6th,0.0,45.01103187583631
 10th,36.21675365910447,0.0
 1st-4th,0.0,59.66816223705603
 Preschool,0.0,0.0
 12th,0.0,0.0
