, <=50K, >50K
 Bachelors,187.1638654658089,67.91555457584404
 HS-grad,326.6618895257678,85.91529961583873
 11th,0.0,0.0
 Masters,40.915937015852,36.41600075585333
 9th,4.916446935862615,34.166032625853994
 Some-college,247.91300497579098,27.416128235855982
 Assoc-acdm,52.16577766584869,0.0
 Assoc-voc,52.16577766584869,2.666478805863278
 7th-8th,29.666096365855317,0.0
 Doctorate,0.0,7.166415065861951
 Prof-school,11.666351325860624,49.91580953584935
 5th-6th,0.0,29.666096365855317
 10th,16.166287585859298,0.0
 1st-4th,0.0,0.0
 Preschool,0.4165106758639414,31.916064495854656
 12th,47.66584140585001,0.0
