,red,white
0.1042,121.03045517094438,10.144652004251842
0.155,0.0,0.0
0.205,0.0,115.19436026743425
0.255,0.0,68.50560103935318
0.305,21.81684181127211,15.980746907761976
0.355,0.0,91.84998065339371
0.405,80.17779084637345,62.669506135843044
0.455,0.0,0.0
0.505,0.0,0.0
0.555,33.48903161829238,0.0
0.605,0.0,150.21092968849504
0.655,0.0,10.144652004251842
0.705,21.81684181127211,0.0
0.755,0.0,0.0
0.805,0.0,0.0
0.855,0.0,0.0
0.905,86.01388574988358,10.144652004251842
0.955,0.0,50.99731632882278
1.005,97.68607555690384,0.0
1.055,0.0,0.0
1.105,0.0,0.0
1.155,33.48903161829238,103.52217046041399
1.205,27.652936714782243,109.35826536392412
1.255,27.652936714782243,62.669506135843044
1.305,185.22749910955585,0.0
1.355,74.34169594286331,126.86655007445452
1.405,21.81684181127211,33.48903161829238
1.455,0.0,4.308557100741708
1.505,109.35826536392412,0.0
1.555,0.0,0.0
