, <=50K, >50K
 Adm-clerical,132.3498227426172,198.31981785475858
 Exec-managerial,81.60367265635459,137.42443775124346
 Handlers-cleaners,127.27520773399094,86.67828766498086
 Prof-specialty,0.0,142.49905275986973
 Other-service,142.49905275986973,86.67828766498086
 Sales,0.0,147.57366776849597
 Craft-repair,15.633677544213205,122.20059272536467
 Transport-moving,15.633677544213205,167.872127803001
 Farming-fishing,51.15598260459703,5.484447526960683
 Machine-op-inspct,218.61827788926362,61.30521262184955
 Tech-support,0.0,0.0
 ?,61.30521262184955,0.0
 Protective-serv,0.0,0.0
 Armed-Forces,172.94674281162727,0.0
 Priv-house-serv,0.0,157.7228977857485
