, <=50K, >50K
2.5845000000000002,56.723260021258845,0.0
5.9,0.0,33.378880407218304
9.166500000000001,0.0,225.97001222305272
12.4335,231.80610712656286,109.24811415285005
15.7,196.78953770550206,0.0
18.9665,0.0,0.0
22.2335,103.4120192493399,0.0
25.5,0.0,0.0
28.7665,360.2001950037858,4.198405889667637
32.033500000000004,0.0,377.7084797143162
35.3,196.78953770550206,0.0
38.566500000000005,570.2996115301506,155.9368733809311
41.8335,0.0,0.0
45.099999999999994,126.75639886338045,0.0
48.3665,377.7084797143162,85.90373453880952
51.6335,0.0,0.0
54.900000000000006,45.05107021423857,0.0
58.1665,15.870595696687905,237.64220203007298
61.433499999999995,0.0,27.542785503708174
64.7,0.0,56.723260021258845
67.9665,185.1173478984818,214.29782241603246
71.23349999999999,0.0,68.39544982827911
74.5,138.42858867040073,45.05107021423857
77.76650000000001,0.0,0.0
81.0335,150.100778477421,0.0
84.30000000000001,0.0,0.0
87.5665,0.0,0.0
90.8335,0.0,68.39544982827911
94.1,255.15048674060338,0.0
97.3665,173.4451580914615,0.0
