,red,white
1.654,82.4676101477676,115.3790512967803
3.86,0.0,0.0
6.0335,0.0,39.42957172213561
8.2065,0.0,31.834623764671143
10.38,0.0,6.518130573122912
12.5535,0.0,0.0
14.7265,0.0,52.08781831790973
16.9,16.644727849742203,16.644727849742203
19.0735,0.0,26.771325126361496
21.2465,0.0,3.986481253968089
23.42,0.0,41.961221041290436
25.5935,24.239675807206673,0.0
27.7665,0.0,0.0
29.94,0.0,0.0
32.1135,0.0,11.581429211432559
34.2865,0.0,0.0
36.46,0.0,24.239675807206673
38.6335,16.644727849742203,0.0
40.8065,0.0,0.0
42.98,47.02451967960008,0.0
45.1535,14.113078530587382,16.644727849742203
47.3265,0.0,0.0
49.5,3.986481253968089,0.0
51.6735,0.0,3.986481253968089
53.8465,6.518130573122912,44.49287036044526
56.02,14.113078530587382,0.0
58.1935,0.0,0.0
60.3665,0.0,0.0
62.54,14.113078530587382,9.049779892277735
64.7135,11.581429211432559,0.0
