, <=50K, >50K
1616.6505000000002,1064.8788991860247,218.46389578461304
4999.950000000001,27.490037078444992,48.709354712463664
8333.25,0.0,41.63624883445744
11666.55,32.20544099711581,41.63624883445744
14999.85,6.27071944442632,3.9130174850909123
18333.15,0.0,6.27071944442632
21666.449999999997,77.00177822448856,0.0
24999.75,1.5553155257555042,0.0
28333.050000000003,0.0,15.701527281767953
31666.35,0.0,20.416931200438768
34999.65,0.0,10.986123363097137
38332.95,0.0,0.0
41666.25,0.0,0.0
44999.55,29.8477390377804,27.490037078444992
48332.85,10.986123363097137,34.563142956451216
51666.15,0.0,0.0
54999.45,0.0,10.986123363097137
58332.75,3.9130174850909123,0.0
61666.05,41.63624883445744,0.0
64999.35,0.0,22.774633159774176
68332.65,6.27071944442632,62.85556646847611
71665.95000000001,18.05922924110336,0.0
74999.25,36.920844915786624,0.0
78332.54999999999,0.0,3.9130174850909123
81665.85,0.0,0.0
84999.15,0.0,0.0
88332.45000000001,0.0,0.0
91665.75,0.0,0.0
94999.04999999999,39.27854687512203,6.27071944442632
98332.35,69.92867234648234,18.05922924110336
