, <=50K, >50K
 Adm-clerical,1620.4478459493287,154.62289015868612
 Exec-managerial,1301.460031735821,1071.079943692732
 Handlers-cleaners,797.6618172240112,0.0
 Prof-specialty,1071.079943692732,1017.9153079904809
 Other-service,1979.9420492693137,58.42021603080285
 Sales,1349.5613687997627,233.10401905248565
 Craft-repair,1898.9292710563593,420.4460686699426
 Transport-moving,767.2820253941534,238.1673176907953
 Farming-fishing,648.2945073938766,0.0
 Machine-op-inspct,772.3453240324629,228.040720414176
 Tech-support,243.23061632910495,195.1292792651633
 ?,873.6112967986559,53.3569173924932
 Protective-serv,298.92690135051106,40.698670796719085
 Armed-Forces,197.66092858431813,98.92660513728002
 Priv-house-serv,0.0,0.0
