, <=50K, >50K
 United-States,11715.640930450172,3941.12188669686
 Cuba,50.49677216057037,117.80862535323975
 Jamaica,0.0,54.984229040081665
 India,0.0,50.49677216057037
 ?,360.1312968468495,66.2028712388599
 Mexico,514.948559189989,93.12761251592765
 South,131.27099599177362,84.15269875690507
 Puerto-Rico,142.48963819055186,16.840845564235686
 Honduras,3.378474925701811,0.0
 England,0.0,149.22082350981879
 Canada,37.0344015220365,57.227957479837315
 Germany,126.78353911226233,25.81575932325827
 Iran,0.0,0.0
 Philippines,54.984229040081665,52.74050060032602
 Italy,30.303216202769562,21.328302443746978
 Poland,124.53981067250669,66.2028712388599
 Columbia,88.64015563641635,79.66524187739377
 Cambodia,138.00218131104057,0.0
 Thailand,0.0,0.0
 Ecuador,135.75845287128493,0.0
 Laos,0.0,0.0
 Taiwan,0.0,84.15269875690507
 Haiti,1.1347464859461651,144.7333666303075
 Portugal,0.0,0.0
 Dominican-Republic,0.0,187.36420698566477
 El-Salvador,0.0,0.0
 France,32.54694464252521,129.02726755201797
 Guatemala,0.0,16.840845564235686
 China,0.0,70.69032811837118
 Japan,23.572030883502624,54.984229040081665
 Yugoslavia,0.0,50.49677216057037
 Peru,0.0,72.93405655812684
 Outlying-US(Guam-USVI-etc),0.0,81.90897031714943
 Scotland,0.0,99.85879783519458
 Trinadad&Tobago,0.0,90.88388407617201
 Greece,21.328302443746978,0.0
 Nicaragua,72.93405655812684,10.10966024496875
 Vietnam,28.059487763013916,0.0
 Hong,0.0,28.059487763013916
 Ireland,66.2028712388599,81.90897031714943
 Hungary,0.0,0.0
 Holand-Netherlands,66.2028712388599,0.0
