,red,white
0.0268,0.0,0.0
0.0832,80.79885459889394,15.880252186734355
0.1385,46.17559997907549,0.0
0.1935,0.0,24.536065841688966
0.249,0.0,93.78257508132585
0.3045,85.12676142637125,115.42210921871238
0.3595,37.51978632412088,24.536065841688966
0.415,0.0,37.51978632412088
0.4705,72.14304094393933,72.14304094393933
0.5255,11.55234535925705,24.536065841688966
0.581,11.55234535925705,80.79885459889394
0.6365,0.0,80.79885459889394
0.6915,85.12676142637125,0.0
0.747,2.896531704302439,0.0
0.8025,0.0,28.863972669166273
0.8575,41.847693151598186,33.19187949664358
0.913,37.51978632412088,0.0
0.9685,0.0,119.75001604618969
1.0235,7.224438531779744,0.0
1.079,0.0,15.880252186734355
1.1345,0.0,37.51978632412088
1.1895,0.0,0.0
1.245,0.0,0.0
1.3005,0.0,2.896531704302439
1.3555,0.0,28.863972669166273
1.411,0.0,0.0
1.4665,33.19187949664358,63.48722728898471
1.5215,33.19187949664358,0.0
1.577,0.0,0.0
1.6325,50.5035068065528,28.863972669166273
