, <=50K, >50K
2.5845000000000002,337.00199026879716,121.0664788389222
5.9,284.47713613720595,809.725677453118
9.166500000000001,523.7570271811214,0.0
12.4335,0.0,0.0
15.7,465.3960781460201,4.344580768719522
18.9665,1025.661188882993,0.0
22.2335,0.0,0.0
25.5,86.0499094178614,313.65761065475664
28.7665,827.2339621636484,0.0
32.033500000000004,0.0,681.331589575895
35.3,284.47713613720595,196.93571258455395
38.566500000000005,6721.689814708883,1825.2061906638812
41.8335,0.0,255.29666161965528
45.099999999999994,0.0,62.70552980382086
48.3665,570.4457864092025,809.725677453118
51.6335,617.1345456372836,0.0
54.900000000000006,97.72209922488166,833.0700570671586
58.1665,0.0,179.42742787402355
61.433499999999995,0.0,0.0
64.7,430.3795087249593,337.00199026879716
67.9665,249.46056671614514,0.0
71.23349999999999,0.0,0.0
74.5,313.65761065475664,121.0664788389222
77.76650000000001,0.0,599.6262609267532
81.0335,372.01855968985797,0.0
84.30000000000001,255.29666161965528,27.688960382760058
87.5665,0.0,0.0
90.8335,0.0,412.8712240144289
94.1,0.0,296.14932594422623
97.3665,243.62447181263502,529.5931220846315
