,red,white
0.1042,0.0,24.239675807206673
0.155,9.049779892277735,44.49287036044526
0.205,34.366273083825966,74.87266219030313
0.255,1.454831934813266,82.4676101477676
0.305,26.771325126361496,105.25245402016101
0.355,0.0,3.986481253968089
0.405,41.961221041290436,19.176377168897027
0.455,0.0,16.644727849742203
0.505,3.986481253968089,0.0
0.555,0.0,9.049779892277735
0.605,0.0,0.0
0.655,31.834623764671143,0.0
0.705,24.239675807206673,21.70802648805185
0.755,0.0,3.986481253968089
0.805,34.366273083825966,0.0
0.855,0.0,0.0
0.905,24.239675807206673,29.30297444551632
0.955,24.239675807206673,1.454831934813266
1.005,31.834623764671143,0.0
1.055,0.0,26.771325126361496
1.105,14.113078530587382,6.518130573122912
1.155,0.0,0.0
1.205,0.0,0.0
1.255,34.366273083825966,0.0
1.305,0.0,0.0
1.355,14.113078530587382,0.0
1.405,21.70802648805185,0.0
1.455,9.049779892277735,9.049779892277735
1.505,11.581429211432559,24.239675807206673
1.555,24.239675807206673,9.049779892277735
