, <=50K, >50K
 Bachelors,1363.847482941362,1210.592592081497
 HS-grad,4461.552723725862,897.5613256443265
 11th,483.4470460868196,0.0
 Masters,193.24097616069275,408.4499718362475
 9th,489.9685308042607,30.2038582246664
 Some-college,3440.9403654463376,623.6589675118023
 Assoc-acdm,222.58765738917748,434.53591070601175
 Assoc-voc,300.84547399847014,0.0
 7th-8th,871.4753867745624,248.6735962589417
 Doctorate,0.0,0.0
 Prof-school,0.0,447.57888014089383
 5th-6th,235.6306268240596,131.28687134500274
 10th,180.19800672581064,56.28979709443062
 1st-4th,428.0144259885707,0.0
 Preschool,362.79957881416016,193.24097616069275
 12th,274.7595351287059,0.0
