, <=50K, >50K
1616.6505000000002,994.6006940363319,247.10545446300245
4999.950000000001,10.828223563386798,8.680248737026655
8333.25,0.0,17.272148042467226
11666.55,36.603921479708504,36.603921479708504
14999.85,25.864047347907793,45.195820785149074
18333.15,0.0,30.159997000628078
21666.449999999997,30.159997000628078,0.0
24999.75,4.384299084306372,0.0
28333.050000000003,0.0,0.0
31666.35,0.0,8.680248737026655
34999.65,12.97619838974694,43.04784595878893
38332.95,0.0,0.0
41666.25,21.56809769518751,0.0
44999.55,6.532273910666514,12.97619838974694
48332.85,6.532273910666514,34.45594665334836
51666.15,12.97619838974694,0.0
54999.45,0.0,4.384299084306372
58332.75,0.0,0.0
61666.05,2.23632425794623,10.828223563386798
64999.35,0.0,0.08834943158608757
68332.65,17.272148042467226,34.45594665334836
71665.95000000001,28.012022174267937,0.0
74999.25,25.864047347907793,0.0
78332.54999999999,12.97619838974694,12.97619838974694
81665.85,0.0,0.0
84999.15,0.0,0.0
88332.45000000001,0.0,4.384299084306372
91665.75,0.0,0.0
94999.04999999999,32.30797182698822,12.97619838974694
98332.35,2.23632425794623,0.0
