, <=50K, >50K
 Adm-clerical,137.5587383186352,21.56809769518751
 Exec-managerial,81.71139283327149,126.81886418683447
 Handlers-cleaners,58.083669743309926,15.124173216107083
 Prof-specialty,77.41544318055121,90.30329213871205
 Other-service,98.89519144415263,0.0
 Sales,107.4870907495932,68.82354387511063
 Craft-repair,107.4870907495932,70.97151870147079
 Transport-moving,47.343795611509215,101.04316627051277
 Farming-fishing,12.97619838974694,15.124173216107083
 Machine-op-inspct,68.82354387511063,2.23632425794623
 Tech-support,32.30797182698822,0.0
 ?,81.71139283327149,4.384299084306372
 Protective-serv,15.124173216107083,0.0
 Armed-Forces,51.6397452642295,0.0
 Priv-house-serv,0.08834943158608757,23.71607252154765
